,country_name,city_name,aqi_value,aqi_category,co_aqi_value,co_aqi_category,ozone_aqi_value,ozone_aqi_category,no2_aqi_value,no2_aqi_category,pm2.5_aqi_value,pm2.5_aqi_category
11424,India,Farrukhnagar,181,Unhealthy,4,Good,181,Unhealthy,2,Good,176,Unhealthy
11477,Viet Nam,Nam Dinh,154,Unhealthy,4,Good,154,Unhealthy,1,Good,145,Unhealthy for Sensitive Groups
11478,Mexico,Nanacamilpa,197,Unhealthy,2,Good,8,Good,12,Good,197,Unhealthy
11479,China,Nantou,202,Very Unhealthy,3,Good,202,Very Unhealthy,10,Good,153,Unhealthy
11501,India,Sohagpur,163,Unhealthy,1,Good,43,Good,0,Good,163,Unhealthy
11519,Mexico,Tetla,176,Unhealthy,3,Good,8,Good,9,Good,176,Unhealthy
11548,Indonesia,Semarang,160,Unhealthy,5,Good,17,Good,17,Good,160,Unhealthy
11557,India,Sirhind,167,Unhealthy,5,Good,26,Good,22,Good,167,Unhealthy
11558,India,Sirpur,166,Unhealthy,2,Good,55,Moderate,0,Good,166,Unhealthy
11559,India,Sirsaganj,173,Unhealthy,4,Good,57,Moderate,7,Good,173,Unhealthy
11562,India,Ranchi,160,Unhealthy,3,Good,43,Good,5,Good,160,Unhealthy
11564,Indonesia,Rangkasbitung,225,Very Unhealthy,11,Good,9,Good,63,Moderate,225,Very Unhealthy
11568,India,Reoti,171,Unhealthy,5,Good,62,Moderate,6,Good,171,Unhealthy
11578,Rwanda,Ruhengeri,157,Unhealthy,2,Good,24,Good,1,Good,157,Unhealthy
11590,India,Baikunthpur,169,Unhealthy,3,Good,86,Moderate,5,Good,169,Unhealthy
11591,India,Bakhtiyarpur,158,Unhealthy,4,Good,46,Good,7,Good,158,Unhealthy
11593,India,Balapur,152,Unhealthy,2,Good,28,Good,3,Good,152,Unhealthy
11594,India,Balasinor,154,Unhealthy,2,Good,31,Good,6,Good,154,Unhealthy
11597,India,Barghat,161,Unhealthy,2,Good,48,Good,2,Good,161,Unhealthy
11602,India,Beldanga,153,Unhealthy,4,Good,18,Good,18,Good,153,Unhealthy
11611,India,Bilsanda,154,Unhealthy,4,Good,21,Good,10,Good,154,Unhealthy
11622,Indonesia,Buaran,152,Unhealthy,5,Good,27,Good,9,Good,152,Unhealthy
11624,India,Burhar,154,Unhealthy,2,Good,73,Moderate,2,Good,154,Unhealthy
11642,India,Chaibasa,154,Unhealthy,3,Good,40,Good,3,Good,154,Unhealthy
11645,China,Changji,153,Unhealthy,2,Good,31,Good,8,Good,153,Unhealthy
11649,China,Chongqing,283,Very Unhealthy,19,Good,0,Good,58,Moderate,283,Very Unhealthy
11651,Indonesia,Soreang,188,Unhealthy,10,Good,5,Good,27,Good,188,Unhealthy
11663,China,Suicheng,155,Unhealthy,7,Good,52,Moderate,18,Good,155,Unhealthy
11665,India,Sundarnagar,152,Unhealthy,4,Good,29,Good,9,Good,152,Unhealthy
11674,Indonesia,Grogol,170,Unhealthy,6,Good,7,Good,21,Good,170,Unhealthy
11679,India,Guntur,161,Unhealthy,3,Good,38,Good,6,Good,161,Unhealthy
11680,India,Gurdaspur,164,Unhealthy,5,Good,26,Good,11,Good,164,Unhealthy
11694,China,Huaidian,170,Unhealthy,9,Good,44,Good,27,Good,170,Unhealthy
11701,India,Islamnagar,158,Unhealthy,4,Good,45,Good,9,Good,158,Unhealthy
11707,India,Jashpurnagar,162,Unhealthy,2,Good,47,Good,3,Good,162,Unhealthy
11716,India,Kalol,159,Unhealthy,2,Good,23,Good,8,Good,159,Unhealthy
11721,India,Kathua,161,Unhealthy,5,Good,20,Good,10,Good,161,Unhealthy
11726,Pakistan,Khangah Dogran,178,Unhealthy,5,Good,47,Good,10,Good,178,Unhealthy
11731,Pakistan,Matiari,161,Unhealthy,1,Good,27,Good,1,Good,161,Unhealthy
11738,Afghanistan,Mirabad,165,Unhealthy,1,Good,45,Good,0,Good,165,Unhealthy
11756,India,Nabagram,158,Unhealthy,5,Good,15,Good,11,Good,158,Unhealthy
11772,India,Pusad,156,Unhealthy,2,Good,28,Good,4,Good,156,Unhealthy
11773,China,Puyang,157,Unhealthy,5,Good,89,Moderate,15,Good,157,Unhealthy
11775,Iran (Islamic Republic of),Qazvin,155,Unhealthy,2,Good,122,Unhealthy for Sensitive Groups,3,Good,155,Unhealthy
11780,India,Raghudebbati,192,Unhealthy,9,Good,5,Good,23,Good,192,Unhealthy
11781,India,Raigarh,159,Unhealthy,2,Good,63,Moderate,2,Good,159,Unhealthy
11808,India,Pandhurna,162,Unhealthy,3,Good,17,Good,7,Good,162,Unhealthy
11811,India,Patnagarh,157,Unhealthy,2,Good,54,Moderate,1,Good,157,Unhealthy
11823,Iran (Islamic Republic of),Behshahr,154,Unhealthy,2,Good,32,Good,2,Good,154,Unhealthy
11828,India,Beniganj,159,Unhealthy,4,Good,39,Good,10,Good,159,Unhealthy
11831,India,Bhikangaon,174,Unhealthy,2,Good,32,Good,2,Good,174,Unhealthy
11832,India,Bhilwara,158,Unhealthy,1,Good,25,Good,5,Good,158,Unhealthy
11834,India,Bikapur,162,Unhealthy,4,Good,51,Moderate,7,Good,162,Unhealthy
11835,India,Bilhaur,173,Unhealthy,4,Good,45,Good,9,Good,173,Unhealthy
11856,Viet Nam,Can Tho,152,Unhealthy,3,Good,7,Good,11,Good,152,Unhealthy
11867,China,Chengdu,386,Hazardous,28,Good,0,Good,64,Moderate,386,Hazardous
11910,United States of America,East Los Angeles,152,Unhealthy,4,Good,12,Good,28,Good,152,Unhealthy
11935,India,Maharajganj,169,Unhealthy,5,Good,49,Good,7,Good,169,Unhealthy
11954,Mexico,Ecatepec,189,Unhealthy,5,Good,4,Good,21,Good,189,Unhealthy
11957,India,Dalsingh Sarai,172,Unhealthy,5,Good,172,Unhealthy,1,Good,154,Unhealthy
11962,China,Deyang,164,Unhealthy,5,Good,50,Good,15,Good,164,Unhealthy
11969,Pakistan,Fatehpur,187,Unhealthy,2,Good,129,Unhealthy for Sensitive Groups,0,Good,187,Unhealthy
11975,India,Kharela,169,Unhealthy,3,Good,125,Unhealthy for Sensitive Groups,3,Good,169,Unhealthy
11994,India,Laksar,162,Unhealthy,5,Good,29,Good,13,Good,162,Unhealthy
12020,China,Shouguang,166,Unhealthy,6,Good,72,Moderate,19,Good,166,Unhealthy
12021,India,Sikandra Rao,178,Unhealthy,5,Good,37,Good,20,Good,178,Unhealthy
12023,Pakistan,Sinjhoro,158,Unhealthy,1,Good,26,Good,2,Good,158,Unhealthy
12029,Oman,Ruwi,159,Unhealthy,2,Good,125,Unhealthy for Sensitive Groups,5,Good,159,Unhealthy
12044,India,Sandi,160,Unhealthy,3,Good,55,Moderate,6,Good,160,Unhealthy
12062,Mexico,Coacalco,180,Unhealthy,5,Good,5,Good,19,Good,180,Unhealthy
12088,India,Shegaon,152,Unhealthy,1,Good,32,Good,0,Good,152,Unhealthy
12089,India,Shergarh,168,Unhealthy,4,Good,168,Unhealthy,1,Good,165,Unhealthy
12095,India,Sitapur,188,Unhealthy,4,Good,188,Unhealthy,1,Good,185,Unhealthy
12119,India,Moth,214,Very Unhealthy,1,Good,55,Moderate,0,Good,214,Very Unhealthy
12123,India,Mushabani,154,Unhealthy,3,Good,118,Unhealthy for Sensitive Groups,1,Good,154,Unhealthy
12126,China,Nanzhou,152,Unhealthy,3,Good,152,Unhealthy,4,Good,113,Unhealthy for Sensitive Groups
12127,India,Naraina,297,Very Unhealthy,1,Good,40,Good,0,Good,297,Very Unhealthy
12128,India,Navadwip,157,Unhealthy,4,Good,141,Unhealthy for Sensitive Groups,2,Good,157,Unhealthy
12136,India,Nimaj,225,Very Unhealthy,1,Good,35,Good,0,Good,225,Very Unhealthy
12162,India,Malihabad,199,Unhealthy,4,Good,179,Unhealthy,1,Good,199,Unhealthy
12163,Pakistan,Mamu Kanjan,188,Unhealthy,2,Good,135,Unhealthy for Sensitive Groups,1,Good,188,Unhealthy
12167,Pakistan,Mardan,162,Unhealthy,3,Good,162,Unhealthy,1,Good,154,Unhealthy
12186,India,Pirawa,197,Unhealthy,1,Good,36,Good,0,Good,197,Unhealthy
12234,India,Rasra,158,Unhealthy,4,Good,158,Unhealthy,1,Good,150,Unhealthy
12236,India,Rawatsar,162,Unhealthy,2,Good,120,Unhealthy for Sensitive Groups,0,Good,162,Unhealthy
12272,India,Muragachha,166,Unhealthy,6,Good,21,Good,15,Good,166,Unhealthy
12273,Pakistan,Muridke,182,Unhealthy,6,Good,43,Good,13,Good,182,Unhealthy
12296,India,Rishra,222,Very Unhealthy,12,Good,1,Good,28,Good,222,Very Unhealthy
12319,India,Panipat,174,Unhealthy,5,Good,49,Good,13,Good,174,Unhealthy
12324,Indonesia,Pedan,193,Unhealthy,10,Good,6,Good,20,Good,193,Unhealthy
12330,Pakistan,Peshawar,192,Unhealthy,4,Good,107,Unhealthy for Sensitive Groups,4,Good,192,Unhealthy
12334,South Africa,Witrivier,163,Unhealthy,4,Good,18,Good,7,Good,163,Unhealthy
12339,China,Yangshan,195,Unhealthy,5,Good,195,Unhealthy,4,Good,165,Unhealthy
12347,Pakistan,Wah,166,Unhealthy,3,Good,146,Unhealthy for Sensitive Groups,0,Good,166,Unhealthy
12350,Indonesia,Waru,155,Unhealthy,3,Good,117,Unhealthy for Sensitive Groups,1,Good,155,Unhealthy
12352,India,Handia,189,Unhealthy,1,Good,90,Moderate,1,Good,189,Unhealthy
12354,India,Hansi,500,Hazardous,1,Good,55,Moderate,0,Good,464,Hazardous
12382,India,Manikpur,185,Unhealthy,1,Good,39,Good,1,Good,185,Unhealthy
12387,Democratic Republic of the Congo,Kisangani,166,Unhealthy,6,Good,15,Good,3,Good,166,Unhealthy
12390,India,Kochinda,162,Unhealthy,1,Good,46,Good,0,Good,162,Unhealthy
12414,China,Hanchuan,163,Unhealthy,5,Good,163,Unhealthy,5,Good,157,Unhealthy
12420,Brazil,Hortolandia,154,Unhealthy,5,Good,1,Good,12,Good,154,Unhealthy
12426,Thailand,Kamphaeng Phet,162,Unhealthy,1,Good,25,Good,0,Good,162,Unhealthy
12441,Pakistan,Jacobabad,168,Unhealthy,1,Good,67,Moderate,1,Good,168,Unhealthy
12443,India,Jhinjhak,277,Very Unhealthy,1,Good,47,Good,1,Good,277,Very Unhealthy
12444,India,Jhinjhana,398,Hazardous,4,Good,90,Moderate,9,Good,361,Hazardous
12473,India,Jalor,198,Unhealthy,1,Good,34,Good,0,Good,198,Unhealthy
12475,India,Jhansi,218,Very Unhealthy,1,Good,48,Good,0,Good,218,Very Unhealthy
12483,Bangladesh,Kalia,158,Unhealthy,4,Good,93,Moderate,2,Good,158,Unhealthy
12484,India,Kalpi,202,Very Unhealthy,2,Good,94,Moderate,0,Good,202,Very Unhealthy
12489,Brazil,Guararema,159,Unhealthy,6,Good,1,Good,16,Good,159,Unhealthy
12496,India,Hamirpur,195,Unhealthy,2,Good,104,Unhealthy for Sensitive Groups,1,Good,195,Unhealthy
12509,India,Gaurela,178,Unhealthy,1,Good,52,Moderate,0,Good,178,Unhealthy
12511,India,Ghatampur,204,Very Unhealthy,2,Good,121,Unhealthy for Sensitive Groups,1,Good,204,Very Unhealthy
12530,China,Daan,163,Unhealthy,8,Good,39,Good,26,Good,163,Unhealthy
12534,India,Gorakhpur,296,Very Unhealthy,3,Good,161,Unhealthy,1,Good,296,Very Unhealthy
12540,China,Guangyuan,158,Unhealthy,4,Good,157,Unhealthy,1,Good,158,Unhealthy
12593,Pakistan,Kundian,174,Unhealthy,3,Good,139,Unhealthy for Sensitive Groups,0,Good,174,Unhealthy
12609,India,Pulgaon,154,Unhealthy,0,Good,29,Good,0,Good,154,Unhealthy
12622,India,Rewa,190,Unhealthy,1,Good,51,Moderate,0,Good,190,Unhealthy
12635,India,Satwas,156,Unhealthy,1,Good,36,Good,0,Good,156,Unhealthy
12637,Indonesia,Serang,195,Unhealthy,4,Good,195,Unhealthy,3,Good,161,Unhealthy
12638,Iran (Islamic Republic of),Shahriyar,166,Unhealthy,2,Good,166,Unhealthy,5,Good,150,Unhealthy
12656,India,Patharia,184,Unhealthy,1,Good,39,Good,0,Good,184,Unhealthy
12663,India,Pilibhit,165,Unhealthy,3,Good,165,Unhealthy,1,Good,156,Unhealthy
12676,India,Sindi,171,Unhealthy,1,Good,30,Good,0,Good,171,Unhealthy
12696,South Africa,Stilfontein,175,Unhealthy,10,Good,17,Good,13,Good,175,Unhealthy
12705,India,Julana,500,Hazardous,1,Good,41,Good,1,Good,490,Hazardous
12707,Nepal,Kalaiya,229,Very Unhealthy,3,Good,132,Unhealthy for Sensitive Groups,0,Good,229,Very Unhealthy
12721,India,Jalalabad,500,Hazardous,1,Good,48,Good,1,Good,500,Hazardous
12723,India,Jasdan,155,Unhealthy,0,Good,33,Good,0,Good,155,Unhealthy
12727,China,Huainan,164,Unhealthy,4,Good,164,Unhealthy,8,Good,141,Unhealthy for Sensitive Groups
12737,Pakistan,Sarhari,165,Unhealthy,1,Good,41,Good,0,Good,165,Unhealthy
12744,Ethiopia,Korem,156,Unhealthy,1,Good,28,Good,0,Good,156,Unhealthy
12748,Pakistan,Kulachi,177,Unhealthy,2,Good,100,Unhealthy for Sensitive Groups,0,Good,177,Unhealthy
12750,India,Kumher,323,Hazardous,1,Good,47,Good,0,Good,319,Hazardous
12751,India,Kundarki,185,Unhealthy,4,Good,185,Unhealthy,1,Good,157,Unhealthy
12780,India,Mahemdavad,158,Unhealthy,1,Good,39,Good,0,Good,158,Unhealthy
12784,India,Malkera,184,Unhealthy,3,Good,135,Unhealthy for Sensitive Groups,2,Good,184,Unhealthy
12786,India,Manasa,159,Unhealthy,1,Good,39,Good,0,Good,159,Unhealthy
12793,United States of America,Miami Lakes,153,Unhealthy,4,Good,4,Good,20,Good,153,Unhealthy
12800,Malaysia,Miri,209,Very Unhealthy,67,Moderate,209,Very Unhealthy,2,Good,157,Unhealthy
12801,Pakistan,Mirwah,163,Unhealthy,1,Good,43,Good,0,Good,163,Unhealthy
12816,China,Ningxiang,160,Unhealthy,7,Good,72,Moderate,19,Good,160,Unhealthy
12822,India,Khair,352,Hazardous,2,Good,107,Unhealthy for Sensitive Groups,1,Good,335,Hazardous
12830,India,Khunti,185,Unhealthy,2,Good,70,Moderate,0,Good,185,Unhealthy
12835,Mexico,Macuspana,165,Unhealthy,5,Good,6,Good,10,Good,165,Unhealthy
12847,China,Jiangyan,206,Very Unhealthy,5,Good,206,Very Unhealthy,5,Good,150,Unhealthy
12853,China,Yunhe,200,Unhealthy,4,Good,200,Unhealthy,2,Good,164,Unhealthy
12858,India,Tijara,177,Unhealthy,4,Good,153,Unhealthy,1,Good,177,Unhealthy
12864,Mexico,Tenango De Arista,177,Unhealthy,4,Good,7,Good,22,Good,177,Unhealthy
12867,Pakistan,Thano Bula Khan,174,Unhealthy,1,Good,40,Good,0,Good,174,Unhealthy
12876,India,Ulhasnagar,164,Unhealthy,4,Good,32,Good,5,Good,164,Unhealthy
12885,India,Palanpur,172,Unhealthy,0,Good,30,Good,0,Good,172,Unhealthy
12897,India,Rairangpur,168,Unhealthy,1,Good,55,Moderate,0,Good,168,Unhealthy
12901,India,Raya,469,Hazardous,1,Good,38,Good,1,Good,382,Hazardous
12911,India,Rura,271,Very Unhealthy,1,Good,46,Good,1,Good,271,Very Unhealthy
12938,China,Yanzhou,158,Unhealthy,2,Good,158,Unhealthy,2,Good,84,Moderate
12945,China,Zhucheng,162,Unhealthy,3,Good,162,Unhealthy,2,Good,113,Unhealthy for Sensitive Groups
12960,South Africa,Pietermaritzburg,215,Very Unhealthy,13,Good,3,Good,13,Good,215,Very Unhealthy
12991,China,Heze,201,Very Unhealthy,5,Good,201,Very Unhealthy,4,Good,159,Unhealthy
12999,India,Fatehabad,169,Unhealthy,4,Good,166,Unhealthy,1,Good,169,Unhealthy
13003,South Africa,Piet Retief,164,Unhealthy,4,Good,20,Good,7,Good,164,Unhealthy
13007,Pakistan,Pasni,189,Unhealthy,3,Good,40,Good,4,Good,189,Unhealthy
13008,Pakistan,Pasrur,164,Unhealthy,3,Good,147,Unhealthy for Sensitive Groups,1,Good,164,Unhealthy
13013,India,Pehowa,163,Unhealthy,3,Good,160,Unhealthy,1,Good,163,Unhealthy
13019,India,Aurangabad,324,Hazardous,1,Good,45,Good,1,Good,295,Very Unhealthy
13026,India,Badarwas,157,Unhealthy,1,Good,45,Good,0,Good,157,Unhealthy
13028,India,Baghdogra,155,Unhealthy,2,Good,86,Moderate,0,Good,155,Unhealthy
13030,India,Balarampur,172,Unhealthy,1,Good,83,Moderate,1,Good,172,Unhealthy
13031,India,Bali Chak,166,Unhealthy,2,Good,82,Moderate,2,Good,166,Unhealthy
13038,India,Basoda,155,Unhealthy,1,Good,40,Good,0,Good,155,Unhealthy
13044,India,Bhadrak,161,Unhealthy,2,Good,109,Unhealthy for Sensitive Groups,1,Good,161,Unhealthy
13073,Nigeria,Shagamu,217,Very Unhealthy,12,Good,14,Good,14,Good,217,Very Unhealthy
13074,United Arab Emirates,Sharjah,169,Unhealthy,1,Good,169,Unhealthy,3,Good,156,Unhealthy
13087,India,Ajaigarh,165,Unhealthy,1,Good,45,Good,0,Good,165,Unhealthy
13090,India,Allahganj,431,Hazardous,1,Good,57,Moderate,1,Good,339,Hazardous
13097,China,Anqing,201,Very Unhealthy,5,Good,201,Very Unhealthy,4,Good,154,Unhealthy
13111,India,Sujangarh,500,Hazardous,1,Good,37,Good,0,Good,457,Hazardous
13113,Pakistan,Chichawatni,439,Hazardous,1,Good,47,Good,0,Good,361,Hazardous
13116,Pakistan,Chor,194,Unhealthy,1,Good,41,Good,0,Good,194,Unhealthy
13123,China,Taipao,201,Very Unhealthy,2,Good,201,Very Unhealthy,5,Good,134,Unhealthy for Sensitive Groups
13127,Pakistan,Tando Adam,166,Unhealthy,1,Good,44,Good,0,Good,166,Unhealthy
13143,India,Unjha,165,Unhealthy,1,Good,29,Good,0,Good,165,Unhealthy
13158,India,Ajmer,176,Unhealthy,1,Good,36,Good,0,Good,176,Unhealthy
13165,India,Amroha,176,Unhealthy,3,Good,176,Unhealthy,1,Good,154,Unhealthy
13187,South Africa,Tembisa,219,Very Unhealthy,22,Good,11,Good,16,Good,219,Very Unhealthy
13205,India,Umreth,154,Unhealthy,1,Good,37,Good,0,Good,154,Unhealthy
13212,India,Varanasi,184,Unhealthy,2,Good,123,Unhealthy for Sensitive Groups,1,Good,184,Unhealthy
13224,Pakistan,Tank,170,Unhealthy,2,Good,83,Moderate,0,Good,170,Unhealthy
13239,South Africa,Witbank,156,Unhealthy,3,Good,11,Good,14,Good,156,Unhealthy
13243,Mexico,Xalmimilulco,326,Hazardous,4,Good,2,Good,17,Good,326,Hazardous
13255,Oman,Qurayyat,155,Unhealthy,2,Good,106,Unhealthy for Sensitive Groups,1,Good,155,Unhealthy
13265,China,Luzhou,155,Unhealthy,2,Good,44,Good,6,Good,155,Unhealthy
13282,Afghanistan,Sindand,161,Unhealthy,1,Good,45,Good,0,Good,161,Unhealthy
13299,India,Gosainganj,163,Unhealthy,4,Good,76,Moderate,5,Good,163,Unhealthy
13306,India,Gulabpura,164,Unhealthy,1,Good,27,Good,4,Good,164,Unhealthy
13308,India,Gurgaon,191,Unhealthy,7,Good,46,Good,20,Good,191,Unhealthy
13318,China,Huangmei,165,Unhealthy,9,Good,6,Good,22,Good,165,Unhealthy
13328,China,Jianhu,166,Unhealthy,7,Good,25,Good,30,Good,166,Unhealthy
13340,India,Kasrawad,161,Unhealthy,2,Good,18,Good,5,Good,161,Unhealthy
13346,Mexico,Teolocholco,195,Unhealthy,1,Good,34,Good,3,Good,195,Unhealthy
13352,Mexico,Tlaxco,207,Very Unhealthy,1,Good,33,Good,3,Good,207,Very Unhealthy
13354,India,Tonk,191,Unhealthy,3,Good,36,Good,7,Good,191,Unhealthy
13362,India,Ulubaria,188,Unhealthy,7,Good,12,Good,18,Good,188,Unhealthy
13376,India,Soron,165,Unhealthy,5,Good,10,Good,43,Good,165,Unhealthy
13388,China,Tanshui,160,Unhealthy,4,Good,29,Good,26,Good,160,Unhealthy
13398,Democratic Republic of the Congo,Kasongo Lunda,481,Hazardous,51,Moderate,39,Good,7,Good,446,Hazardous
13402,India,Kekri,222,Very Unhealthy,1,Good,38,Good,0,Good,222,Very Unhealthy
13406,India,Khachrod,175,Unhealthy,1,Good,37,Good,0,Good,175,Unhealthy
13415,India,Kuchaman,285,Very Unhealthy,1,Good,43,Good,0,Good,285,Very Unhealthy
13416,India,Kuchera,281,Very Unhealthy,1,Good,40,Good,0,Good,281,Very Unhealthy
13422,India,Dum Dum,180,Unhealthy,4,Good,107,Unhealthy for Sensitive Groups,4,Good,180,Unhealthy
13431,India,Damoh,155,Unhealthy,1,Good,42,Good,0,Good,155,Unhealthy
13435,India,Dhaka,235,Very Unhealthy,3,Good,158,Unhealthy,1,Good,235,Very Unhealthy
13436,Nepal,Dhankuta,167,Unhealthy,2,Good,76,Moderate,0,Good,167,Unhealthy
13441,India,Agar,157,Unhealthy,1,Good,37,Good,0,Good,157,Unhealthy
13447,South Africa,Alberton,205,Very Unhealthy,41,Good,9,Good,25,Good,205,Very Unhealthy
13455,India,Amlagora,185,Unhealthy,1,Good,84,Moderate,1,Good,185,Unhealthy
13465,South Africa,Atlantis,161,Unhealthy,2,Good,15,Good,4,Good,161,Unhealthy
13469,Dominican Republic,Bajos De Haina,156,Unhealthy,2,Good,3,Good,16,Good,156,Unhealthy
13471,India,Balangir,161,Unhealthy,1,Good,47,Good,0,Good,161,Unhealthy
13474,India,Bandikui,201,Very Unhealthy,1,Good,42,Good,0,Good,201,Very Unhealthy
13476,India,Bawal,500,Hazardous,1,Good,36,Good,1,Good,426,Hazardous
13480,India,Barasat,179,Unhealthy,6,Good,105,Unhealthy for Sensitive Groups,7,Good,179,Unhealthy
13486,Ethiopia,Bati,178,Unhealthy,1,Good,37,Good,0,Good,178,Unhealthy
13494,India,Bewar,197,Unhealthy,3,Good,140,Unhealthy for Sensitive Groups,2,Good,197,Unhealthy
13501,India,Bilsi,164,Unhealthy,3,Good,164,Unhealthy,3,Good,164,Unhealthy
13528,India,Chandla,208,Very Unhealthy,1,Good,47,Good,0,Good,208,Very Unhealthy
13532,Mexico,Chiconcuac,269,Very Unhealthy,3,Good,13,Good,16,Good,269,Very Unhealthy
13546,Mexico,Cuautitlan,176,Unhealthy,4,Good,11,Good,16,Good,176,Unhealthy
13547,Brazil,Cubatao,153,Unhealthy,4,Good,2,Good,19,Good,153,Unhealthy
13548,Senegal,Dagana,211,Very Unhealthy,1,Good,22,Good,1,Good,211,Very Unhealthy
13554,India,Canning,184,Unhealthy,2,Good,68,Moderate,2,Good,184,Unhealthy
13562,India,Chandrakona,186,Unhealthy,1,Good,81,Moderate,1,Good,186,Unhealthy
13563,China,Changqing,166,Unhealthy,5,Good,162,Unhealthy,10,Good,166,Unhealthy
13570,China,Chunan,166,Unhealthy,3,Good,166,Unhealthy,2,Good,130,Unhealthy for Sensitive Groups
13572,Indonesia,Cibinong,173,Unhealthy,4,Good,173,Unhealthy,3,Good,150,Unhealthy
13595,India,Bhandara,152,Unhealthy,1,Good,42,Good,0,Good,152,Unhealthy
13604,India,Puranpur,500,Hazardous,2,Good,128,Unhealthy for Sensitive Groups,1,Good,481,Hazardous
13613,India,Rae Bareli,263,Very Unhealthy,1,Good,47,Good,1,Good,249,Very Unhealthy
13614,India,Raisinghnagar,500,Hazardous,1,Good,40,Good,0,Good,454,Hazardous
13615,India,Rajaldesar,500,Hazardous,0,Good,37,Good,0,Good,477,Hazardous
13619,Iran (Islamic Republic of),Ravar,164,Unhealthy,1,Good,42,Good,0,Good,164,Unhealthy
13648,Mexico,Texmelucan,169,Unhealthy,2,Good,4,Good,12,Good,169,Unhealthy
13655,India,Samastipur,266,Very Unhealthy,3,Good,151,Unhealthy,1,Good,266,Very Unhealthy
13657,India,Sheoganj,159,Unhealthy,0,Good,35,Good,0,Good,159,Unhealthy
13658,India,Shimla,178,Unhealthy,2,Good,114,Unhealthy for Sensitive Groups,0,Good,178,Unhealthy
13683,Pakistan,Uthal,167,Unhealthy,1,Good,39,Good,0,Good,167,Unhealthy
13727,China,Potzu,157,Unhealthy,4,Good,155,Unhealthy,10,Good,157,Unhealthy
13728,India,Narauli,500,Hazardous,1,Good,57,Moderate,1,Good,472,Hazardous
13734,India,Pandua,179,Unhealthy,3,Good,97,Moderate,3,Good,179,Unhealthy
13736,India,Patna,365,Hazardous,2,Good,110,Unhealthy for Sensitive Groups,1,Good,307,Hazardous
13755,India,Masaurhi,390,Hazardous,2,Good,92,Moderate,1,Good,310,Hazardous
13804,India,Waris Aliganj,302,Hazardous,1,Good,88,Moderate,1,Good,283,Very Unhealthy
13815,China,Anyang,186,Unhealthy,6,Good,84,Moderate,15,Good,186,Unhealthy
13825,India,Obra,160,Unhealthy,3,Good,134,Unhealthy for Sensitive Groups,1,Good,160,Unhealthy
13828,Pakistan,Moro,157,Unhealthy,1,Good,40,Good,0,Good,157,Unhealthy
13834,India,Muhammadabad,164,Unhealthy,4,Good,143,Unhealthy for Sensitive Groups,1,Good,164,Unhealthy
13849,Mexico,Nicolas Romero,163,Unhealthy,5,Good,4,Good,18,Good,163,Unhealthy
13863,India,Mohan,169,Unhealthy,4,Good,141,Unhealthy for Sensitive Groups,1,Good,169,Unhealthy
13887,Pakistan,Chakwal,171,Unhealthy,3,Good,157,Unhealthy,0,Good,171,Unhealthy
13890,India,Bhabua,168,Unhealthy,3,Good,119,Unhealthy for Sensitive Groups,1,Good,168,Unhealthy
13905,China,Daokou,176,Unhealthy,5,Good,176,Unhealthy,8,Good,173,Unhealthy
13929,Pakistan,Dera Bugti,162,Unhealthy,1,Good,63,Moderate,0,Good,162,Unhealthy
13932,India,Dhenkanal,157,Unhealthy,2,Good,42,Good,2,Good,157,Unhealthy
13979,Pakistan,Kamoke,167,Unhealthy,3,Good,167,Unhealthy,1,Good,165,Unhealthy
13995,China,Deqing,178,Unhealthy,4,Good,178,Unhealthy,5,Good,116,Unhealthy for Sensitive Groups
13997,India,Dhanaula,326,Hazardous,3,Good,78,Moderate,7,Good,326,Hazardous
13998,India,Didwana,500,Hazardous,1,Good,37,Good,0,Good,334,Hazardous
14004,India,Ghatsila,172,Unhealthy,1,Good,71,Moderate,0,Good,172,Unhealthy
14016,India,Fazilka,500,Hazardous,1,Good,47,Good,1,Good,450,Hazardous
14040,South Africa,Sundumbili,153,Unhealthy,6,Good,25,Good,6,Good,153,Unhealthy
14043,India,Mungaoli,157,Unhealthy,1,Good,34,Good,0,Good,157,Unhealthy
14046,Democratic Republic of the Congo,Mushie,184,Unhealthy,9,Good,31,Good,3,Good,184,Unhealthy
14050,India,Nanpara,177,Unhealthy,4,Good,177,Unhealthy,1,Good,177,Unhealthy
14053,India,Nayagarh,160,Unhealthy,1,Good,49,Good,0,Good,160,Unhealthy
14056,India,Nerkunram,154,Unhealthy,2,Good,32,Good,2,Good,154,Unhealthy
14064,India,Suratgarh,500,Hazardous,1,Good,41,Good,0,Good,474,Hazardous
14065,India,Surendranagar,154,Unhealthy,0,Good,39,Good,0,Good,154,Unhealthy
14075,Pakistan,Tando Muhammad Khan,175,Unhealthy,1,Good,47,Good,0,Good,175,Unhealthy
14078,India,Thanesar,233,Very Unhealthy,3,Good,172,Unhealthy,2,Good,233,Very Unhealthy
14090,Nigeria,Modakeke,170,Unhealthy,8,Good,8,Good,8,Good,170,Unhealthy
14091,Mexico,Momoxpan,152,Unhealthy,3,Good,7,Good,11,Good,152,Unhealthy
14127,India,Thakurdwara,235,Very Unhealthy,4,Good,203,Very Unhealthy,3,Good,235,Very Unhealthy
14136,India,Limbdi,159,Unhealthy,1,Good,39,Good,0,Good,159,Unhealthy
